simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,observation_2,observation_3,observation_4,observation_5,action_0,action_1,action_2,action_3,action_4,action_5,personal_reward_0,personal_reward_1,personal_reward_2,personal_reward_3,personal_reward_4,personal_reward_5,empathic_reward_0,empathic_reward_1,empathic_reward_2,empathic_reward_3,empathic_reward_4,empathic_reward_5,total_reward_0,total_reward_1,total_reward_2,total_reward_3,total_reward_4,total_reward_5
3,3,0,0,498.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,0,0,0,1,0.55,0.0,0.0,0.0,0.0,0.55,-0.96,-0.9199999999999999,-0.9199999999999999,-0.9199999999999999,-0.9199999999999999,-0.96,-0.20499999999999996,-0.45999999999999996,-0.45999999999999996,-0.45999999999999996,-0.45999999999999996,-0.20499999999999996
3,3,0,1,496.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,1,1,0,0,0.05,0.0,0.55,0.55,0.0,0.05,-0.8800000000000001,-0.8400000000000001,-0.8800000000000001,-0.8800000000000001,-0.8400000000000001,-0.8800000000000001,-0.41500000000000004,-0.42000000000000004,-0.16500000000000004,-0.16500000000000004,-0.42000000000000004,-0.41500000000000004
3,3,0,2,492.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,1,1,1,0.05,0.55,0.05,0.6,0.55,0.6,-0.72,-0.72,-0.72,-0.76,-0.7200000000000001,-0.7600000000000001,-0.33499999999999996,-0.08499999999999996,-0.33499999999999996,-0.08000000000000002,-0.08500000000000002,-0.08000000000000007
3,3,0,3,489.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,0,0,1,1,0.6,0.05,0.05,0.1,0.6,0.65,-0.64,-0.6,-0.6,-0.64,-0.64,-0.68,-0.020000000000000018,-0.27499999999999997,-0.27499999999999997,-0.27,-0.020000000000000018,-0.015000000000000013
3,3,0,4,486.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,0,0,1,0,0.65,0.6,0.05,0.1,0.65,0.15,-0.5599999999999999,-0.52,-0.48,-0.52,-0.5599999999999999,-0.5599999999999999,0.04500000000000004,0.03999999999999998,-0.215,-0.21000000000000002,0.04500000000000004,-0.20499999999999996
3,3,0,5,483.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,0,1,0,0,0.7,0.65,0.05,0.65,0.15,0.15,-0.48,-0.43999999999999995,-0.36,-0.43999999999999995,-0.43999999999999995,-0.43999999999999995,0.10999999999999999,0.10500000000000004,-0.155,0.10500000000000004,-0.14499999999999996,-0.14499999999999996
3,3,0,6,479.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,0,1,1,0.75,0.15,0.6,0.15,0.7,0.7,-0.36,-0.27999999999999997,-0.24,-0.27999999999999997,-0.31999999999999995,-0.31999999999999995,0.195,-0.06499999999999999,0.18,-0.06499999999999999,0.19,0.19
3,3,0,7,477.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,0,0,0,0.8,0.15,0.65,0.15,0.2,0.2,-0.32,-0.2,-0.2,-0.2,-0.24,-0.24,0.24000000000000002,-0.02500000000000001,0.225,-0.02500000000000001,-0.01999999999999999,-0.01999999999999999
3,3,0,8,476.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,1,0,0,0.3,0.15,0.15,0.7,0.2,0.2,-0.27999999999999997,-0.15999999999999998,-0.15999999999999998,-0.2,-0.2,-0.2,0.010000000000000009,-0.0049999999999999906,-0.0049999999999999906,0.24999999999999997,0.0,0.0
3,3,0,9,474.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,0,1,0,0,0.85,0.15,0.15,0.75,0.2,0.2,-0.24,-0.08,-0.08,-0.16,-0.12000000000000002,-0.12000000000000002,0.305,0.034999999999999996,0.034999999999999996,0.295,0.039999999999999994,0.039999999999999994
