simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,observation_2,observation_3,observation_4,observation_5,action_0,action_1,action_2,action_3,action_4,action_5,personal_reward_0,personal_reward_1,personal_reward_2,personal_reward_3,personal_reward_4,personal_reward_5,empathic_reward_0,empathic_reward_1,empathic_reward_2,empathic_reward_3,empathic_reward_4,empathic_reward_5,total_reward_0,total_reward_1,total_reward_2,total_reward_3,total_reward_4,total_reward_5
5,5,0,0,495.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,0,1,1,1,0.55,0.55,0.0,0.55,0.55,0.55,-0.8400000000000001,-0.8400000000000001,-0.8,-0.8400000000000001,-0.8400000000000001,-0.8400000000000001,-0.14500000000000002,-0.14500000000000002,-0.4,-0.14500000000000002,-0.14500000000000002,-0.14500000000000002
5,5,0,1,490.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,1,1,0,1,0.6,0.6,0.55,0.6,0.05,0.6,-0.6799999999999999,-0.6799999999999999,-0.6399999999999999,-0.6799999999999999,-0.64,-0.68,-0.03999999999999998,-0.03999999999999998,-0.04499999999999993,-0.03999999999999998,-0.295,-0.040000000000000036
5,5,0,2,486.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,1,0,1,0.65,0.1,0.6,0.65,0.05,0.65,-0.56,-0.52,-0.52,-0.56,-0.48,-0.5599999999999999,0.044999999999999984,-0.21000000000000002,0.03999999999999998,0.044999999999999984,-0.215,0.04500000000000004
5,5,0,3,482.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,1,1,0,0.7,0.1,0.65,0.7,0.6,0.15,-0.43999999999999995,-0.36,-0.4,-0.43999999999999995,-0.36,-0.4,0.13,-0.13,0.125,0.13,0.12,-0.125
5,5,0,4,479.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,0,1,1,0,0.75,0.1,0.15,0.75,0.65,0.15,-0.36,-0.24000000000000005,-0.27999999999999997,-0.36,-0.27999999999999997,-0.27999999999999997,0.195,-0.07000000000000002,-0.06499999999999999,0.195,0.18500000000000003,-0.06499999999999999
5,5,0,5,475.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,1,0,1,0.25,0.65,0.7,0.8,0.15,0.7,-0.2,-0.12,-0.16,-0.24,-0.12,-0.16,0.024999999999999994,0.265,0.26999999999999996,0.28,0.015,0.26999999999999996
5,5,0,6,471.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,1,1,1,0.25,0.7,0.2,0.85,0.7,0.75,-0.039999999999999994,0.0,0.0,-0.11999999999999997,0.0,-0.039999999999999994,0.10500000000000001,0.35,0.1,0.365,0.35,0.355
5,5,0,7,466.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,1,1,1,0.8,0.2,0.75,0.9,0.75,0.8,0.12000000000000002,0.2,0.16,0.039999999999999994,0.16,0.12000000000000002,0.46,0.2,0.455,0.47000000000000003,0.455,0.46
5,5,0,8,463.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,0,0,1,0.85,0.2,0.8,0.4,0.25,0.85,0.2,0.31999999999999995,0.24,0.15999999999999998,0.27999999999999997,0.2,0.525,0.26,0.52,0.28,0.265,0.525
5,5,0,9,461.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,1,0,1,0.35,0.2,0.3,0.95,0.25,0.9,0.28,0.4,0.32,0.2,0.36,0.24,0.315,0.30000000000000004,0.31,0.575,0.305,0.5700000000000001
5,5,0,10,458.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,0,0,0,1,0.85,0.7,0.3,0.4,0.2,0.9,0.20000000000000004,0.32,0.24000000000000005,0.16,0.32,0.16,0.525,0.51,0.27,0.28,0.26,0.53
5,5,0,11,456.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,0,1,0,0.3,0.7,0.25,0.35,0.75,0.35,0.11999999999999997,0.19999999999999996,0.15999999999999998,0.07999999999999999,0.15999999999999998,0.07999999999999999,0.20999999999999996,0.44999999999999996,0.205,0.21499999999999997,0.45499999999999996,0.21499999999999997
5,5,0,12,453.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,0,0,1,1,0.8,0.2,0.2,0.3,0.8,0.85,0.07999999999999999,0.15999999999999998,0.15999999999999998,0.07999999999999999,0.07999999999999999,0.039999999999999994,0.44,0.18,0.18,0.19,0.44,0.445
5,5,0,13,449.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,1,0,1,0,0.8,0.75,0.7,0.25,0.8,0.35,0.07999999999999999,0.11999999999999997,0.15999999999999998,0.11999999999999997,0.07999999999999999,0.039999999999999994,0.44,0.435,0.42999999999999994,0.185,0.44,0.19499999999999998
5,5,0,14,448.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,0,0,0,0,0.8,0.25,0.2,0.2,0.25,0.35,0.0,0.039999999999999994,0.07999999999999999,0.07999999999999999,0.039999999999999994,-0.039999999999999994,0.4,0.145,0.14,0.14,0.145,0.155
5,5,0,15,444.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,1,1,1,0.3,0.75,0.15,0.7,0.8,0.85,-2.2204460492503132e-17,0.039999999999999966,0.11999999999999997,0.07999999999999996,-2.2204460492503132e-17,-0.040000000000000015,0.15,0.39499999999999996,0.13499999999999998,0.38999999999999996,0.4,0.40499999999999997
5,5,0,16,443.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,1,1,0,0.3,0.2,0.15,0.15,0.8,0.3,-0.12000000000000002,-0.040000000000000036,-2.2204460492503132e-17,-2.2204460492503132e-17,-0.12000000000000002,-0.12000000000000002,0.08999999999999998,0.07999999999999999,0.07499999999999998,0.07499999999999998,0.34,0.08999999999999998
5,5,0,17,441.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,1,0,1,0,0.25,0.2,0.65,0.1,0.8,0.25,-0.2,-0.16,-0.12,-0.08,-0.24,-0.2,0.024999999999999994,0.020000000000000004,0.265,0.010000000000000002,0.28,0.024999999999999994
5,5,0,18,436.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,1,1,1,1,0.75,0.2,0.65,0.65,0.85,0.75,-0.12000000000000002,-0.08000000000000003,-0.040000000000000015,-0.040000000000000015,-0.2,-0.12000000000000002,0.315,0.05999999999999999,0.305,0.305,0.32499999999999996,0.315
5,5,0,19,435.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,1,1,0,0.25,0.2,0.15,0.1,0.9,0.2,-0.15999999999999998,-0.11999999999999997,-0.07999999999999996,-0.039999999999999966,-0.27999999999999997,-0.11999999999999997,0.04500000000000001,0.04000000000000002,0.03500000000000002,0.03000000000000002,0.31000000000000005,0.04000000000000002
5,5,0,20,431.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,0,1,0,1,0.75,0.7,0.15,0.65,0.4,0.7,-0.11999999999999997,-0.07999999999999999,-0.039999999999999966,-0.039999999999999966,-0.24,-0.07999999999999999,0.315,0.31,0.055000000000000014,0.30500000000000005,0.08000000000000002,0.31
5,5,0,21,430.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,1,0,1,0.25,0.7,0.15,0.15,0.35,0.2,-0.16,-0.12000000000000002,-0.08,-0.08,-0.24,-0.12000000000000002,0.045,0.29,0.034999999999999996,0.034999999999999996,0.05499999999999999,0.039999999999999994
5,5,0,22,430.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,0,0,0,0.2,0.2,0.15,0.15,0.3,0.15,-0.24000000000000005,-0.24000000000000005,-0.2,-0.2,-0.32,-0.2,-0.020000000000000018,-0.020000000000000018,-0.02500000000000001,-0.02500000000000001,-0.010000000000000009,-0.02500000000000001
5,5,0,23,427.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,1,1,0,0,0.7,0.7,0.1,0.7,0.25,0.15,-0.27999999999999997,-0.27999999999999997,-0.19999999999999998,-0.27999999999999997,-0.31999999999999995,-0.23999999999999994,0.21,0.21,-0.04999999999999999,0.21,-0.034999999999999976,-0.04499999999999997
5,5,0,24,425.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,0,0,1,0.15,0.75,0.1,0.2,0.25,0.7,-0.19999999999999998,-0.27999999999999997,-0.15999999999999998,-0.24,-0.27999999999999997,-0.24,-0.024999999999999994,0.23500000000000001,-0.029999999999999985,-0.01999999999999999,-0.014999999999999986,0.22999999999999998
5,5,0,25,422.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,1,0,1,0.15,0.75,0.65,0.7,0.2,0.15,-0.24,-0.32,-0.24,-0.27999999999999997,-0.27999999999999997,-0.24,-0.045,0.215,0.20500000000000002,0.21,-0.03999999999999998,-0.045
5,5,0,26,419.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,0,1,1,0.15,0.8,0.15,0.2,0.7,0.7,-0.15999999999999998,-0.27999999999999997,-0.15999999999999998,-0.2,-0.2,-0.2,-0.0049999999999999906,0.26,-0.0049999999999999906,0.0,0.24999999999999997,0.24999999999999997
5,5,0,27,415.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,1,1,0,1,0,0.7,0.85,0.65,0.2,0.7,0.2,-0.12,-0.23999999999999994,-0.07999999999999999,-0.12,-0.12,-0.12,0.29,0.30500000000000005,0.28500000000000003,0.04000000000000001,0.29,0.04000000000000001
5,5,0,28,412.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,1,1,1,0.15,0.9,0.1,0.7,0.15,0.7,-0.15999999999999998,-0.36,-0.11999999999999997,-0.19999999999999998,-0.15999999999999998,-0.19999999999999998,-0.0049999999999999906,0.27,-0.009999999999999981,0.25,-0.0049999999999999906,0.25
