simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,action_0,action_1,personal_reward_0,personal_reward_1,empathic_reward_0,empathic_reward_1,total_reward_0,total_reward_1
1,0,0,98.0,100,500,[0.],1,0.55,-0.8,0.55,[0.],1,0.55,-0.8,0.55
1,0,1,98.0,100,500,[0.],0,0.05,-0.8,0.05,[0.],0,0.05,-0.8,0.05
1,0,2,96.0,100,500,[0.],1,0.6,-0.6,0.6,[0.],1,0.6,-0.6,0.6
1,0,3,95.0,100,500,[0.],1,0.65,-0.6,0.65,[0.],0,0.1,-0.4,0.1
1,0,4,94.0,100,500,[0.],0,0.15,-0.4,0.15,[0.],1,0.65,-0.4,0.65
1,0,5,93.0,100,500,[0.],1,0.7,-0.4,0.7,[0.],1,0.15,-0.19999999999999996,0.15
1,0,6,93.0,100,500,[0.],0,0.2,-0.4,0.2,[0.],0,0.15,-0.19999999999999996,0.15
1,0,7,91.0,100,500,[0.],1,0.75,-0.19999999999999996,0.75,[0.],1,0.7,0.0,0.7
1,0,8,89.0,100,500,[0.],1,0.8,0.0,0.8,[0.],1,0.75,0.19999999999999996,0.75
1,0,9,89.0,100,500,[0.],1,0.3,0.0,0.3,[0.],0,0.25,0.19999999999999996,0.25
1,0,10,87.0,100,500,[0.],1,0.8,0.0,0.8,[0.],1,0.75,0.19999999999999996,0.75
1,0,11,87.0,100,500,[0.],0,0.3,0.0,0.3,[0.],0,0.25,0.19999999999999996,0.25
1,0,12,86.0,100,500,[0.],0,0.25,0.0,0.25,[0.],1,0.75,0.0,0.75
1,0,13,85.0,100,500,[0.],0,0.2,0.19999999999999996,0.2,[0.],1,0.8,-0.19999999999999996,0.8
1,0,14,84.0,100,500,[0.],1,0.75,0.0,0.75,[0.],0,0.25,0.0,0.25
1,0,15,83.0,100,500,[0.],1,0.75,0.0,0.75,[0.],1,0.25,0.0,0.25
1,0,16,82.0,100,500,[0.],0,0.25,0.19999999999999996,0.25,[0.],1,0.8,0.0,0.8
1,0,17,81.0,100,500,[0.],0,0.2,0.19999999999999996,0.2,[0.],1,0.8,-0.19999999999999996,0.8
1,0,18,79.0,100,500,[0.],1,0.7,0.19999999999999996,0.7,[0.],1,0.8,-0.19999999999999996,0.8
1,0,19,77.0,100,500,[0.],1,0.75,0.3999999999999999,0.75,[0.],1,0.85,0.0,0.85
1,0,20,77.0,100,500,[0.],1,0.2,0.19999999999999996,0.2,[0.],0,0.3,-0.19999999999999996,0.3
1,0,21,75.0,100,500,[0.],1,0.75,0.3999999999999999,0.75,[0.],1,0.85,0.0,0.85
1,0,22,73.0,100,500,[0.],1,0.8,0.3999999999999999,0.8,[0.],1,0.85,0.19999999999999996,0.85
1,0,23,72.0,100,500,[0.],1,0.85,0.19999999999999996,0.85,[0.],0,0.3,0.3999999999999999,0.3
1,0,24,71.0,100,500,[0.],1,0.3,0.3999999999999999,0.3,[0.],1,0.85,0.19999999999999996,0.85
1,0,25,71.0,100,500,[0.],0,0.25,0.3999999999999999,0.25,[0.],1,0.35,0.0,0.35
1,0,26,70.0,100,500,[0.],1,0.8,0.19999999999999996,0.8,[0.],0,0.3,0.19999999999999996,0.3
1,0,27,70.0,100,500,[0.],1,0.3,0.0,0.3,[0.],1,0.25,0.19999999999999996,0.25
1,0,28,69.0,100,500,[0.],1,0.8,-0.19999999999999996,0.8,[0.],0,0.2,0.19999999999999996,0.2
1,0,29,68.0,100,500,[0.],1,0.8,-0.4,0.8,[0.],0,0.15,0.19999999999999996,0.15
1,0,30,68.0,100,500,[0.],1,0.3,-0.4,0.3,[0.],0,0.15,0.19999999999999996,0.15
1,0,31,66.0,100,500,[0.],1,0.8,-0.4,0.8,[0.],1,0.65,0.19999999999999996,0.65
1,0,32,65.0,100,500,[0.],1,0.8,-0.6,0.8,[0.],0,0.1,0.19999999999999996,0.1
1,0,33,64.0,100,500,[0.],1,0.8,-0.6,0.8,[0.],0,0.1,0.19999999999999996,0.1
1,0,34,64.0,100,500,[0.],0,0.3,-0.8,0.3,[0.],0,0.05,0.19999999999999996,0.05
1,0,35,62.0,100,500,[0.],1,0.85,-0.6,0.85,[0.],1,0.6,0.3999999999999999,0.6
1,0,36,62.0,100,500,[0.],1,0.3,-0.6,0.3,[0.],0,0.1,0.19999999999999996,0.1
1,0,37,62.0,100,500,[0.],1,0.3,-0.6,0.3,[0.],0,0.1,0.19999999999999996,0.1
1,0,38,62.0,100,500,[0.],1,0.25,-0.6,0.25,[0.],0,0.1,0.0,0.1
1,0,39,62.0,100,500,[0.],0,0.2,-0.6,0.2,[0.],0,0.1,-0.19999999999999996,0.1
1,0,40,62.0,100,500,[0.],1,0.2,-0.6,0.2,[0.],0,0.1,-0.19999999999999996,0.1
1,0,41,62.0,100,500,[0.],0,0.15,-0.8,0.15,[0.],0,0.05,-0.4,0.05
